LOAN_ID,AMOUNT,DUE_MORTGAGE,VALUE,REASON,OCC,TJOB,DCL,CLT,CL_COUNT,RATIO,CONVICTED,VAR_1,VAR_2,VAR_3,DEFAULTER
3682679,13400,57777.0,69887.0,1.0,4.0,1.0,0.0,155.4848138,35.0,41.12915349,0,0,2,0.70712,0
3682680,12600,56859.0,68994.0,1.0,0.0,4.0,0.0,308.636664,10.0,30.37248382,1,0,0,2.7433,0
3682681,6100,179296.0,199980.0,1.0,4.0,5.0,0.0,91.3,29.0,,1,6,6,1.3955,1
3682682,35300,239886.0,43008.0,1.0,3.0,2.0,1.0,211.18900519999997,49.0,41.34662673,0,0,3,2.3103,0
3682683,8000,,71499.0,0.0,1.0,0.0,0.0,56.87386022,4.0,38.38509129999999,0,0,0,2.4564,0
3682684,11800,,67920.0,0.0,3.0,3.0,4.0,205.02559319999997,38.0,,0,3,1,0.66074,1
3682685,13700,115715.0,212975.0,0.0,4.0,1.0,0.0,115.8430305,14.0,26.335111199999997,0,0,1,2.6429,0
3682686,17300,99103.0,119470.0,1.0,0.0,9.0,0.0,297.2114898,18.0,30.3113654,0,0,1,2.5895,0
3682687,16600,65799.0,86980.0,1.0,0.0,26.0,3.0,110.56666670000001,35.0,,1,0,5,1.8902,1
3682688,27900,181304.0,229096.0,1.0,4.0,0.0,0.0,298.9981443,32.0,43.53042818,0,0,0,1.7378,0
3682689,27600,150565.0,192326.0,0.0,5.0,3.0,0.0,178.8714733,17.0,39.98865033,0,0,0,2.4037,0
3682690,15800,95027.0,122228.0,1.0,0.0,10.0,0.0,172.0217817,27.0,36.34260042,0,0,0,2.2875,0
3682691,25200,41213.0,71337.0,1.0,1.0,19.0,0.0,184.6314283,22.0,33.67553412,1,0,1,2.2479,0
3682692,12100,76573.0,97916.0,1.0,3.0,5.0,0.0,148.91420269999998,27.0,41.23576316,0,0,2,2.0662,0
3682693,10100,34666.0,50980.0,0.0,0.0,23.0,1.0,122.73333329999998,23.0,,0,0,0,1.3396,0
3682694,20600,25883.0,95521.0,1.0,0.0,28.0,5.0,249.40487819999996,21.0,17.81584889,1,1,0,2.4844,1
3682695,7400,60789.0,75765.0,1.0,0.0,6.0,1.0,46.96666667,13.0,,0,0,0,1.6907,1
3682696,25000,139140.0,171276.0,1.0,0.0,6.0,0.0,221.68715830000002,19.0,35.60165567,0,1,0,1.1608,0
3682697,20100,61742.0,95575.0,0.0,1.0,14.0,0.0,136.9666667,14.0,,0,0,0,1.5090000000000001,0
3682698,41800,12274.0,71009.0,0.0,1.0,,0.0,326.2841932,19.0,16.11143414,0,0,0,2.6555,0
3682699,10200,45392.0,54585.0,0.0,3.0,21.0,1.0,235.5917784,18.0,36.60466404,0,0,0,1.3158,0
3682700,5800,80336.0,109627.0,0.0,4.0,9.5,0.0,105.4,14.0,,0,0,0,2.1628,1
3682701,20400,77224.0,133055.0,1.0,1.0,19.0,0.0,167.12608909999997,21.0,40.74602194,0,1,4,2.4501,1
3682702,45000,95309.0,157629.0,1.0,0.0,16.0,1.0,217.10104619999998,31.0,40.49351525,0,0,4,1.8032,0
3682703,13500,156354.0,180293.0,1.0,4.0,6.0,1.0,211.71825609999996,25.0,40.25737279999999,0,0,4,2.5145,0
3682704,18300,63751.0,93336.0,1.0,0.0,1.0,0.0,182.9117699,31.0,33.21940925,0,0,0,1.253,0
3682705,7000,5715.0,,0.0,3.0,23.0,2.0,68.8,18.0,,0,0,1,1.1426,1
3682706,10000,52699.0,65980.0,0.0,0.0,29.0,3.0,189.93333330000002,24.0,,0,1,1,1.8366,0
3682707,29000,89844.0,124433.0,1.0,0.0,2.0,0.0,195.91024950000002,25.0,42.72977457,0,0,2,2.0601,0
3682708,12600,77691.0,100792.0,1.0,4.0,10.0,0.0,183.9569956,29.0,27.39587324,0,2,1,1.7404,0
3682709,10600,63029.0,71367.0,1.0,0.0,3.0,2.0,306.55692799999997,10.0,32.1879167,1,0,0,1.7636,0
3682710,32400,133092.0,174885.0,1.0,3.0,13.0,0.0,178.0516476,28.0,39.4856896,0,0,1,0.52222,0
3682711,12100,72899.0,94880.0,1.0,4.0,9.0,0.0,190.7,30.0,,1,3,1,1.749,0
3682712,21300,130272.0,204364.0,0.0,4.0,13.0,0.0,198.04446059999998,21.0,35.21443453,0,0,0,1.0549,0
3682713,6600,,37428.0,0.0,0.0,,,334.2308999,11.0,29.02198058,0,0,0,2.5522,0
3682714,26000,108218.0,135864.0,1.0,3.0,8.0,0.0,189.3758019,18.0,40.51485505,0,1,5,2.4525,0
3682715,16600,63980.0,100776.0,0.0,4.0,22.0,1.0,244.9416859,24.0,38.33781635,0,0,1,1.3377,0
3682716,10100,7617.0,77730.0,1.0,0.0,8.0,0.0,262.8,14.0,,1,0,0,1.4002,0
3682717,12800,58505.0,82990.0,1.0,0.0,1.0,0.0,126.3258854,11.0,36.00961072,0,0,3,2.6634,0
3682718,8800,77276.0,97050.0,1.0,3.0,3.0,0.0,69.85487717,24.0,38.22772578,0,0,2,1.7632,0
3682719,15800,149204.0,,1.0,4.0,25.0,2.0,383.8588359,71.0,38.23834475,1,0,0,0.1257,1
3682720,11100,62126.0,81230.0,1.0,1.0,9.0,5.0,124.76666670000002,34.0,,0,0,3,0.7057,1
3682721,22800,,57136.0,1.0,0.0,,0.0,290.54567260000005,19.0,40.17294454,1,0,0,1.3689,0
3682722,9000,60681.0,99980.0,0.0,4.0,14.0,8.0,130.86666670000002,36.0,,0,0,0,0.9738100000000001,1
3682723,25000,62090.0,83674.0,0.0,0.0,3.0,0.0,56.9375123,14.0,62.12072187,0,0,0,0.83614,1
3682724,20400,59708.0,107974.0,1.0,4.0,15.0,3.0,264.99129320000003,36.0,26.51856379,0,0,0,1.2251,0
3682725,14900,37899.0,58980.0,1.0,,6.0,0.0,108.53333329999998,10.0,,0,1,2,0.92463,0
3682726,10400,82788.0,97169.0,1.0,3.0,2.0,0.0,83.50744621,24.0,39.54698719,0,0,2,2.2647,0
3682727,11600,64270.0,73616.0,1.0,4.0,2.0,0.0,163.1162539,35.0,39.80119896,0,0,1,1.8887,0
3682728,24400,236289.0,262190.0,0.0,5.0,6.0,0.0,244.07790010000002,50.0,36.91666497,0,0,2,1.9043,0
3682729,18200,22102.0,138037.0,1.0,0.0,8.0,0.0,357.9090675,10.0,40.88438208,0,0,1,2.2974,0
3682730,24000,140227.0,183513.0,0.0,3.0,8.0,0.0,323.7881144,17.0,45.42317756,1,0,0,1.6688,0
3682731,12500,80409.0,97528.0,0.0,4.0,1.0,0.0,75.40426333,19.0,36.46734993,0,0,1,2.6278,0
3682732,27300,97440.0,126348.0,1.0,4.0,0.0,0.0,187.7785479,38.0,34.82068944,0,1,3,0.96683,0
3682733,8100,49131.0,61201.0,1.0,0.0,23.0,0.0,259.19457769999997,29.0,41.25661263,1,0,3,1.4677,0
3682734,18200,57763.0,164049.0,1.0,4.0,19.0,0.0,248.54527099999999,27.0,21.47927181,0,0,0,2.7434,0
3682735,12000,56342.0,86893.0,1.0,1.0,12.0,0.0,120.8594097,24.0,38.87165697,1,0,0,2.3001,0
3682736,25800,32512.0,63045.0,1.0,0.0,0.0,0.0,219.48527510000002,22.0,41.22010704,0,0,0,1.7828,1
3682737,8700,172317.0,251406.0,1.0,2.0,,0.0,121.5726331,22.0,40.93591059,0,0,0,2.4518,0
3682738,23300,96244.0,135061.0,1.0,4.0,,0.0,218.4805423,20.0,26.80993001,0,0,0,0.31346999999999997,0
3682739,25200,28143.0,48355.0,1.0,0.0,28.0,0.0,304.09508450000004,13.0,31.69881825,0,0,0,1.5128,0
3682740,13400,66401.0,78118.0,1.0,0.0,4.0,0.0,179.11210649999998,16.0,33.80509124,0,0,1,0.49194,0
3682741,41000,18659.0,69353.0,1.0,0.0,19.0,0.0,212.6988199,31.0,39.93258688,0,0,1,1.1214,0
3682742,16700,,43860.0,1.0,0.0,,,352.725503,15.0,31.54428892,0,0,0,1.7741,0
3682743,30900,195120.0,293098.0,1.0,0.0,29.0,0.0,152.95741819999998,22.0,38.19102732,0,0,0,1.7049,0
3682744,13600,44485.0,73744.0,1.0,0.0,2.0,0.0,264.9311707,21.0,29.97620202,0,0,0,1.7689,0
3682745,30600,57415.0,103066.0,1.0,1.0,3.0,0.0,167.19952719999998,24.0,37.82408909,0,0,2,0.1387,0
3682746,81500,20940.0,111284.0,0.0,,26.0,0.0,147.32278290000002,14.0,32.14137313,0,0,0,2.4414,0
3682747,13600,71597.0,93516.0,1.0,0.0,6.0,0.0,203.46588180000003,19.0,42.82473465,0,0,2,2.4019999999999997,0
3682748,14600,41810.0,54965.0,1.0,4.0,4.0,0.0,255.66452579999998,35.0,38.73467961,0,0,0,2.0141,0
3682749,14000,80735.0,93892.0,1.0,0.0,5.0,0.0,70.26840914,20.0,23.92634661,0,2,0,2.3778,0
3682750,24800,76921.0,112152.0,1.0,3.0,9.0,1.0,307.8710779,28.0,30.13004195,0,0,2,1.5528,0
3682751,7100,58027.0,93720.0,0.0,4.0,5.0,0.0,214.36302769999998,24.0,34.48530193,0,0,2,2.2399,0
3682752,21400,134477.0,176948.0,,3.0,25.0,5.0,335.0659169,27.0,31.88577109,0,0,0,2.5517,0
3682753,15300,,100300.0,,0.0,,0.0,191.256476,9.0,33.80999228,0,0,0,2.4014,0
3682754,18700,72759.0,90327.0,1.0,0.0,0.0,1.0,105.0404669,26.0,36.03592528,0,1,2,1.8757,0
3682755,16300,68772.0,101777.0,0.0,4.0,23.0,0.0,221.9651523,23.0,36.26933734,1,0,0,0.67724,0
3682756,9900,58835.0,78058.0,1.0,,19.0,0.0,153.1401257,11.0,32.19876052,0,0,0,1.9222,0
3682757,12000,97405.0,110882.0,1.0,0.0,17.0,1.0,197.568128,15.0,38.00899138,1,0,2,2.4475,0
3682758,27500,195396.0,246334.0,1.0,0.0,8.0,0.0,90.26442741,25.0,39.67482299,0,0,1,1.2023,0
3682759,16800,59106.0,83126.0,1.0,0.0,2.0,0.0,310.49638799999997,15.0,43.49806641,1,0,3,2.4371,0
3682760,15300,77535.0,95662.0,1.0,4.0,10.0,1.0,336.84132180000006,41.0,37.99254375,0,1,0,1.3471,0
3682761,30500,46847.0,80453.0,1.0,1.0,0.0,0.0,152.59709719999998,19.0,37.76387662,1,0,2,2.5673,0
3682762,7100,64199.0,119480.0,0.0,0.0,1.0,0.0,55.83333333,8.0,,1,1,0,2.7655,1
3682763,8200,,56366.0,0.0,0.0,11.0,0.0,295.6027668,12.0,32.39595617,0,1,2,1.8368,0
3682764,13300,77140.0,112884.0,1.0,0.0,5.0,0.0,69.54904501,14.0,34.54524372,0,0,2,0.83786,0
3682765,28200,86677.0,110831.0,1.0,1.0,9.0,0.0,399.4023372,44.0,41.05058878,0,0,0,1.0611,0
3682766,32400,23347.0,45537.0,1.0,0.0,0.0,0.0,70.19973077,7.0,15.78819668,0,0,0,1.6129,0
3682767,25100,64899.0,98980.0,1.0,4.0,12.0,0.0,284.0666667,33.0,,1,0,1,1.4458,0
3682768,12000,114228.0,143895.0,1.0,4.0,15.0,1.0,186.57266830000003,32.0,28.98773866,0,0,0,0.90485,0
3682769,10000,73703.0,97393.0,1.0,4.0,5.0,0.0,108.33302450000001,25.0,33.534879600000004,0,0,0,2.4477,0
3682770,22200,56917.0,80653.0,1.0,0.0,12.0,0.0,109.7492561,10.0,7.40014306,1,0,1,0.8869600000000001,0
3682771,15400,,92300.0,1.0,1.0,28.0,0.0,326.9984486,15.0,15.34556026,0,0,0,2.4083,0
3682772,11100,83538.0,98061.0,1.0,0.0,10.0,0.0,156.37122030000003,22.0,42.54968571,0,0,4,1.1695,0
3682773,15100,47899.0,104980.0,0.0,1.0,2.0,3.0,143.0,24.0,,0,0,1,2.0219,0
3682774,12600,52959.0,67480.0,1.0,1.0,16.0,5.0,184.6333333,15.0,,0,0,0,2.1951,1
3682775,18300,39008.0,62351.0,0.0,0.0,25.0,0.0,269.1982607,13.0,24.75818104,0,0,0,2.3001,0
3682776,35600,142612.0,196315.0,1.0,4.0,21.0,0.0,192.8661175,22.0,35.65744257,0,0,1,2.5837,0
3682777,17900,56331.0,157645.0,1.0,4.0,20.0,0.0,239.1668986,27.0,20.08933438,0,0,0,1.7928,0
3682778,15700,104357.0,137563.0,1.0,0.0,1.0,0.0,281.78980099999995,46.0,41.24523649,0,0,0,1.4511,0
3682779,18100,23151.0,50730.0,1.0,4.0,16.0,0.0,181.6,20.0,,0,0,1,1.6078,0
3682780,59300,118899.0,197980.0,1.0,4.0,9.0,0.0,310.1333333,27.0,,0,0,2,2.0942,0
3682781,15100,124899.0,153980.0,1.0,3.0,,0.0,224.2030702,19.0,,0,0,0,0.85665,0
3682782,27100,54733.0,85371.0,1.0,0.0,9.0,1.0,133.5785446,30.0,39.31573912,0,0,2,1.6841,0
3682783,15500,50020.0,67735.0,1.0,0.0,3.0,0.0,169.748032,14.0,37.57086276,0,0,0,1.2888,0
3682784,11900,64911.0,91594.0,0.0,1.0,26.0,0.0,172.8895469,13.0,42.49851705,0,0,2,2.3746,0
3682785,7200,,40165.0,0.0,0.0,3.0,0.0,273.9226847,25.0,41.92689953,1,0,1,1.726,0
3682786,18300,4826.0,30178.0,1.0,0.0,,0.0,90.59983867,19.0,41.24052688,0,0,1,1.6225,0
3682787,7400,48963.0,64205.0,1.0,3.0,6.0,4.0,107.3759993,10.0,40.06191523,0,0,1,1.9613,0
3682788,15300,64899.0,91980.0,1.0,1.0,1.0,0.0,153.1333333,20.0,,0,0,4,2.4298,0
3682789,7000,,36171.0,0.0,0.0,,,312.86989930000004,12.0,30.80062077,0,0,0,2.2265,0
3682790,13700,66653.0,80136.0,1.0,0.0,5.0,0.0,239.62182,26.0,31.56270697,1,0,3,1.6512,0
3682791,15100,162899.0,207542.0,1.0,4.0,6.0,0.0,248.5842491,27.0,,0,0,1,0.94037,1
3682792,33800,132516.0,172132.0,1.0,3.0,15.0,0.0,179.4111833,28.0,42.46764485,0,0,1,0.24036,0
3682793,21400,56628.0,114623.0,1.0,4.0,14.0,3.0,277.170167,36.0,25.84088323,0,0,1,1.5223,0
3682794,13900,77029.0,126980.0,1.0,4.0,15.0,0.0,297.3333333,19.0,,0,0,0,0.07105399999999999,0
3682795,59300,43776.0,74748.0,1.0,0.0,5.0,0.0,103.5503172,21.0,31.31426743,0,0,0,1.196,0
3682796,17300,62413.0,96613.0,0.0,4.0,25.0,0.0,225.7643591,24.0,36.7123407,0,1,1,0.77683,0
3682797,24400,70811.0,98333.0,1.0,4.0,9.0,0.0,127.24359740000001,26.0,36.38253142,0,1,3,1.8742,0
3682798,14300,102688.0,123671.0,1.0,,3.0,0.0,128.0600081,26.0,31.34876448,1,0,1,2.6622,0
3682799,18100,52200.0,79939.0,1.0,0.0,1.0,1.0,291.2806482,9.0,37.17369797,0,0,0,1.6784,0
3682800,22400,93204.0,143652.0,1.0,4.0,21.0,0.0,177.4166175,25.0,40.48109214,1,0,0,0.92265,0
3682801,27800,61295.0,111607.0,,5.0,20.0,0.0,88.00250011,4.0,84.62388869,1,0,0,1.9048,1
3682802,19400,108899.0,134980.0,1.0,1.0,3.0,0.0,99.43333333,14.0,,0,0,13,1.9569999999999999,1
3682803,7500,73884.0,114829.0,1.0,1.0,0.0,0.0,239.5863034,38.0,18.43136986,0,0,1,2.02,0
3682804,18700,,95065.0,,0.0,,0.0,176.7879949,10.0,32.26091533,1,0,1,2.6447,0
3682805,11400,124104.0,196104.0,0.0,1.0,0.0,1.0,333.7233895,15.0,40.13016832,0,0,0,1.8132,0
3682806,12200,74493.0,90535.0,1.0,3.0,4.0,0.0,124.7766246,27.0,41.64484731,0,0,2,2.6613,0
3682807,31200,136420.0,188244.0,1.0,4.0,1.0,0.0,228.6518778,19.0,38.52864488,0,1,2,2.4428,0
3682808,22500,89884.0,121581.0,0.0,3.0,11.0,0.0,112.98242009999998,24.0,31.001174100000004,0,0,2,2.1866,0
3682809,18100,107445.0,176294.0,1.0,1.0,6.0,0.0,219.0193861,23.0,40.16214366,0,0,3,2.2716,0
3682810,15200,49432.0,63587.0,1.0,0.0,2.0,0.0,181.5232928,14.0,36.38718295,0,0,0,0.42673,0
3682811,20100,31899.0,56353.0,1.0,0.0,1.0,0.0,114.56666670000001,17.0,,1,0,1,2.5855,0
3682812,7600,,71779.0,0.0,3.0,4.0,3.0,178.5,22.0,,0,0,0,2.226,1
3682813,38400,93154.0,144437.0,1.0,0.0,10.0,0.0,74.65685393,36.0,41.94949606,1,0,1,0.70898,0
3682814,10500,51099.0,76105.0,1.0,0.0,12.0,0.0,133.36666670000002,16.0,,1,0,0,2.2094,1
3682815,2600,25015.0,36330.0,0.0,0.0,10.0,2.0,277.96666669999996,9.0,,0,1,0,1.7161,1
3682816,12100,62918.0,74184.0,1.0,1.0,6.0,0.0,99.59173833,14.0,24.50043836,0,0,2,1.8377,0
3682817,13900,85704.0,135769.0,1.0,4.0,15.0,0.0,304.68822969999997,18.0,27.87907921,0,0,0,1.8496,0
3682818,10800,56096.0,79252.0,0.0,0.0,18.0,0.0,219.9816622,16.0,34.02535961,1,0,1,1.6378,0
3682819,15300,90007.0,118921.0,0.0,3.0,2.0,2.0,171.9389426,25.0,41.16750106,0,0,0,1.5081,0
3682820,9900,49186.0,69811.0,1.0,3.0,2.0,0.0,183.9948062,16.0,29.72346691,1,0,2,2.5265,0
3682821,17900,8541.0,88349.0,0.0,0.0,13.0,0.0,266.02210299999996,22.0,26.49079237,1,0,0,1.0367,0
3682822,14700,,66756.0,,,8.0,0.0,119.97606270000001,14.0,25.97306069,0,0,0,0.75625,0
3682823,12100,87899.0,118730.0,0.0,3.0,3.0,3.0,154.5,26.0,,0,0,0,2.2486,0
3682824,9800,,64624.0,0.0,0.0,,0.0,369.0709241,6.0,36.5831696,1,0,0,2.6862,0
3682825,89000,48818.0,93351.0,1.0,0.0,15.0,1.0,206.6501595,15.0,34.82826182,1,0,0,0.9829899999999999,0
3682826,21700,93836.0,147772.0,1.0,4.0,23.0,0.0,157.6673122,25.0,40.20063608,1,0,0,0.26658000000000004,0
3682827,21800,68899.0,97980.0,1.0,3.0,2.0,,233.06666669999998,24.0,,1,0,5,1.196,0
3682828,33100,17925.0,57416.0,1.0,0.0,0.0,0.0,95.11896805,5.0,37.75993373,0,0,0,0.44895,0
3682829,12300,109987.0,137774.0,1.0,4.0,3.0,0.0,252.1518919,46.0,33.52711722,0,0,1,1.7997,0
3682830,17300,89406.0,121027.0,1.0,0.0,14.0,0.0,119.866134,9.0,34.6128274,0,0,1,1.6663,0
3682831,16900,76751.0,90409.0,1.0,0.0,6.0,0.0,184.84300459999997,18.0,42.3070917,0,0,3,1.0546,0
3682832,29100,101723.0,,1.0,3.0,4.0,4.0,187.7,14.0,,0,2,0,0.6059899999999999,1
3682833,25100,26642.0,56980.0,1.0,0.0,2.0,0.0,91.6,19.0,,0,0,3,0.95995,1
3682834,51000,42440.0,68463.0,1.0,1.0,5.0,,182.39033569999998,15.0,30.919712899999997,1,1,1,2.6747,0
3682835,18400,55483.0,95216.0,,4.0,10.0,0.0,,15.0,24.60063319,1,0,1,1.8399,0
3682836,15000,87066.0,114199.0,1.0,4.0,8.0,0.0,195.11317350000002,36.0,41.339763899999994,0,0,2,1.9908,0
3682837,26400,52195.0,91021.0,1.0,0.0,24.0,2.0,194.8537132,19.0,24.90378113,0,1,0,1.5482,0
3682838,15100,81899.0,129980.0,1.0,3.0,18.0,5.0,123.73333329999998,19.0,,0,0,10,1.8667,1
3682839,29300,139198.0,180798.0,1.0,4.0,1.0,0.0,227.8611449,19.0,40.82730925,0,0,1,1.3486,0
3682840,2100,44899.0,54980.0,0.0,0.0,3.0,0.0,87.06666667,25.0,,0,0,2,1.2666,1
3682841,13600,63471.0,102719.0,0.0,4.0,7.0,0.0,251.56135690000002,12.0,34.92379344,0,0,0,2.5816,0
3682842,16200,93988.0,159407.0,0.0,4.0,6.0,0.0,102.96046009999999,16.0,36.00497953,0,0,0,1.9185,0
3682843,8600,61506.0,81106.0,0.0,0.0,16.0,0.0,223.2111903,35.0,34.73969809,0,0,1,1.439,0
3682844,29300,50004.0,83795.0,1.0,0.0,21.0,0.0,189.20102869999997,26.0,35.60575067,1,0,0,1.1909999999999998,0
3682845,24100,43326.0,68288.0,1.0,0.0,25.0,0.0,303.772262,31.0,34.88185516,0,0,2,0.6634399999999999,0
3682846,33700,233529.0,284029.0,1.0,4.0,4.0,0.0,219.9936962,30.0,14.08235376,1,0,0,0.25845999999999997,0
3682847,16000,89399.0,104180.0,1.0,4.0,15.0,3.0,184.6333333,37.0,,0,0,0,1.8446,1
3682848,13500,98600.0,129659.0,0.0,4.0,10.0,0.0,180.127926,32.0,29.55928351,0,0,2,2.505,0
3682849,8700,,47771.0,,,,,,,14.40253608,0,0,0,2.3303,0
3682850,9900,54580.0,74077.0,1.0,0.0,2.0,1.0,107.8888937,18.0,36.62866086,0,0,3,1.5603,0
3682851,15500,7738.0,48256.0,1.0,4.0,4.0,0.0,316.1783185,16.0,18.31195947,1,0,0,1.4947,0
3682852,15700,49050.0,61985.0,1.0,0.0,4.0,0.0,186.653088,14.0,36.03110045,0,0,0,1.0541,0
3682853,11500,51967.0,80623.0,0.0,0.0,2.0,2.0,200.08772109999998,13.0,29.47213408,0,0,0,1.0818,0
3682854,16200,26175.0,168085.0,0.0,5.0,7.0,0.0,337.1984645,26.0,26.00181995,1,0,0,2.6067,0
3682855,9700,46582.0,61753.0,1.0,1.0,1.0,0.0,172.058449,20.0,38.01528931,0,0,1,1.8191,0
3682856,17300,53748.0,102306.0,0.0,0.0,1.0,3.0,58.16674512,9.0,40.00115424,1,0,1,1.0831,0
3682857,4400,68714.0,79832.0,0.0,0.0,6.0,0.0,106.1207088,14.0,41.81637615,0,0,0,0.2425,0
3682858,24200,164054.0,225164.0,0.0,5.0,2.0,,,,31.57422692,0,0,0,1.2578,1
3682859,23500,91064.0,99544.0,0.0,,8.0,,,,28.98862141,0,0,0,1.8226,0
3682860,15100,54160.0,87980.0,,4.0,10.0,0.0,,16.0,,0,0,1,2.1438,0
3682861,27700,,117561.0,1.0,3.0,10.0,0.0,166.0058394,27.0,35.00872778,0,0,0,1.0848,0
3682862,28800,25089.0,59821.0,1.0,1.0,1.0,1.0,202.1767833,11.0,35.73928694,0,0,0,1.6102,1
3682863,36100,123899.0,175980.0,1.0,0.0,21.0,,258.7,35.0,,0,0,5,2.6684,1
3682864,9100,52156.0,58255.0,1.0,2.0,5.0,0.0,81.25180099,21.0,34.15472595,0,0,0,2.0904,1
3682865,22100,91899.0,,1.0,1.0,4.0,12.0,219.0,39.0,,1,0,1,2.0355,1
3682866,10500,42613.0,72302.0,1.0,0.0,12.0,0.0,106.07480159999999,15.0,41.27235347,0,0,6,1.6884,1
3682867,14000,11312.0,81253.0,1.0,0.0,7.0,0.0,240.083696,14.0,19.63614951,0,0,0,1.6599,0
3682868,17300,94836.0,133839.0,1.0,3.0,6.0,,249.15887560000002,42.0,36.80087533,0,0,2,1.9319,0
3682869,5100,34099.0,50810.0,0.0,0.0,6.0,0.0,58.0,9.0,,0,0,1,1.8231,1
3682870,17700,38956.0,50913.0,1.0,4.0,6.0,0.0,240.2016301,35.0,39.31107072,0,0,1,2.5641,0
3682871,14800,49163.0,68571.0,1.0,0.0,9.0,0.0,238.8391591,18.0,31.26670012,0,0,0,1.7728,0
3682872,8600,41109.0,45155.0,1.0,1.0,9.0,0.0,210.49409469999998,22.0,29.97408198,0,0,1,0.49215,0
3682873,11300,93548.0,113813.0,1.0,0.0,13.0,0.0,206.11724569999998,16.0,39.13613026,0,0,3,2.0529,0
3682874,10400,,50528.0,0.0,3.0,5.0,,166.5531992,9.0,23.89633081,0,0,0,1.7735,0
